id,brand,closure,code,description,heel_height,heel_type,inner_material,name,outer_material,price,shoe_width,sole,created_at,review_count,review_score,sold_count,stock_count,updated_at
695,Boulevard,Hook & Loop,B07K4BNL9B,Item Weight: \n700 Grams\n\n\nDate First Available: \n2 Nov. 2018\n\n\nManufacturer: \nBoulevard\n\n\nASIN: \nB07K4BV5XJ\n\n\nManufacturer reference: \nUTDF1487_3\n\n\nDepartment: \nWomen,1 centimetres,Wedge,Textile/Synthetic,Boulevard L053A Ladies Touch Fasten Casual Trainers Black/Pewter,Synthetic,17.49,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
696,Conguitos,Pull-On,B08YRVK77B,Package Dimensions: \n30 x 16 x 12 cm; 600 Grams\n\n\nDate First Available: \n12 Mar. 2021\n\n\nManufacturer: \nConguitos\n\n\nASIN: \nB08YRVK77B\n\n\nItem model number: \nLI554220_0020_28\n\n\nDepartment: \nGirl,1.5 centimetres,Flat,Manmade,Conguitos Girl's Australia Oxford Boot,Cloth,33.21,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
697,Rummos,Buckle,B08BLTLL5C,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n28.4 x 17.3 x 9.6 cm; 530 Grams\n\n\nDate First Available: \n3 Jun. 2020\n\n\nASIN: \nB08B5WMYT4\n\n\nItem model number: \nR385\n\n\nDepartment: \nWomen,6 centimetres,Flare,Microfiber,Rummos Womens Dance Shoes R385 048 - Satin Dark Tan - Regular Fitting - 2.25 60R Flare Heel - Made in Portugal,Satin,80.23,Normal,Suede Leather,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
698,Marco Tozzi,Lace-Up,B08F21XQP9,Package Dimensions: \n30.99 x 25.65 x 11.68 cm; 860 Grams\n\n\nDate First Available: \n31 July 2020\n\n\nManufacturer: \nMARCO TOZZI Shoes GmbH & Co. KG\n\n\nASIN: \nB08F1WRZGF\n\n\nItem model number: \n2-2-23746-26\n\n\nDepartment: \nWomen,7 centimetres,Wedge,Textile,MARCO TOZZI Women's 2-2-23746-26 Sneaker,Material mix of textile and synthetic,16.89,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
699,Visit the Clarks Store,Lace-Up,B07TPYPQW5,Package Dimensions: \n28.8 x 18.4 x 11.4 cm; 420 Grams\n\n\nDate First Available: \n16 Jan. 2020\n\n\nManufacturer: \nClarks\n\n\nASIN: \nB07TJK3JWC\n\n\nItem model number: \n261504014\n\n\nDepartment: \nWomen,25mm,Low,Textile,Clarks Women's Triamelia Edge Sneaker,Leather,35.94,Medium,EVA,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
700,ZHIZIHUA,"Slip-On, These Slip on Trainer For Women Suitable for any Daily Used, Such as Long-time Standing work, walking, casual, floor shoes, Nursing, Travel, Driving, Dance, Dance Shoes, Athletic, Workout.",B099924T48,Date First Available: \n13 July 2021\n\n\nManufacturer: \nZHIZIHUA\n\n\nASIN: \nB099924T48\n\n\nItem model number: \nwhite bling pumps\n\n\nDepartment: \nWomen,3 centimetres,grey slip shoes women white trainers women gym shoes women fitness trainer comfortable shoe work sport gym lightweight walking shoes women ladies slip trainers,"Synthetic, The Size Mark On The shoes Is Chinese Size Number. We suggest you select the appropriate size according to your foot length.",Women Flat Shoes Slip On Canvas Shoes Low Top Sneakers Ladies Pumps Lace Up Comfy Feet Shoes Sport Gym Shoes Trainers Womens Sport Shoes,"PU,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.",10.57,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
701,AKU,Lace-Up,B07B9ZVK4G,Package Dimensions: \n1 x 1 x 1 cm; 1 Kilograms\n\n\nDate First Available: \n3 Oct. 2018\n\n\nManufacturer: \nAKU\n\n\nASIN: \nB07BB1W7HB\n\n\nItem model number: \n501.2\n\n\nDepartment: \nUnisex Adult,1.5 centimetres,Flat,Leather,AKU Unisex Adults Bellamont Mid 2 Plus High Rise Hiking Boots,Leather,107.82,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
702,Visit the Mishansha Store,Lace-Up,B08XZ7HTZH,Product Dimensions: \n15 x 7 x 9 cm; 450 Grams\n\n\nDate First Available: \n21 Sept. 2020\n\n\nASIN: \nB08FC48RKB\n\n\nItem model number: \nKH-SC236-52-fba\n\n\nDepartment: \nUnisex,2 centimetres,Flat,Textile running shoes. Light-soft breathable lining for ultra comfort and keeps feet dry and comfortable.,"Mishansha Unisex Running Shoes, Breathable Trainers, Lace-Up Sports Shoes for Men and Women, Size 36-46",Mesh breathable running shoes are made of high-quality fabrics that have good breathability.,20.72,Normal,"The sole is made of a soft, rubber outsole and highly elastic air padding, the foot feels comfortable and reduces the load sense of your feet.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
703,Vagabond,Pull On,B07SFJZ31K,Package Dimensions: \n30.6 x 18.39 x 11.4 cm; 840 Grams\n\n\nDate First Available: \n2 Jun. 2019\n\n\nManufacturer: \nVagabond\n\n\nASIN: \nB07SFJZ31K\n\n\nItem model number: \n4928-180\n\n\nDepartment: \nWomen,3.2 centimetres,Flat,Unlined,Vagabond Women's Cintia Slip On Trainers,Synthetic,44.97,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
704,Visit the SUADEEX Store,"These women's work shoes are a reliable protection for customers who work in factories, chemical factories, car repairs, laboratories, etc",B08Z7J49MH,Product Dimensions: \n30 x 15 x 10 cm; 940 Grams\n\n\nDate First Available: \n10 Jun. 2021\n\n\nASIN: \nB08Z6X1Q91\n\n\nDepartment: \nUnisex,2.5 centimetres,Flat,"Textile. Soft lining for ultra comfort, ultra-light work shoes can bend freely and perfectly matches human body engineering to provide more protection for the foot.",SUADEX Safety Shoes Men Steel Toe Cap Trainers Mens Womens Safety Trainers Lightweight Composite Comfortable Work,"flying woven fabric, offset print with hot paste and standard lightweight metal cap made of rust-proof metal protect your feet and reduce friction on the feet.",41.18,Normal,"men's safety shoes are made of non-slip rubber. Provides slip resistance and traction on different surfaces; good anti-slip, the sole has a strong hardness is easy to improve cushioning, makes the shoes with good grip.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
705,Soft Science,Pull On,B01DWJSHRS,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n10 x 12 x 10 cm; 635.02 Grams\n\n\nDate First Available: \n14 April 2018\n\n\nManufacturer: \nSoft Science\n\n\nASIN: \nB01DWJSGQ0\n\n\nItem model number: \nWC0026LBL-NB-\n\n\nDepartment: \nWomen,2 centimetres,Flat,Synthetic,"Soft Science Daisy Pro Clog Wc0026lbl, Women's Trainers",Synthetic,18.1,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
706,Fly London,Pull-On,B07CMHR77Q,Package Dimensions: \n34.2 x 23 x 12 cm; 940 Grams\n\n\nDate First Available: \n10 Sept. 2018\n\n\nManufacturer: \nFly London\n\n\nASIN: \nB07CMHT9JK\n\n\nItem model number: \nP601345003\n\n\nDepartment: \nGirl,1 centimetres,Flat,Manmade,Fly London FADE K Girl's Classic Ankle Boots,Leather,25.27,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
707,Visit the Aigle Store,Slip-On,B0054TX2ZW,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n37 x 27 x 13 cm; 299.37 Grams\n\n\nDate First Available: \n7 May 2010\n\n\nManufacturer: \nAigle\n\n\nASIN: \nB001BPEHZ2\n\n\nItem model number: \n24538\n\n\nDepartment: \nUnisex Kids,1.5 centimetres,Flat,Synthetic Fur,Aigle Boy's Unisex Kids Giboulée Snow Boots Child,Rubber,25.03,Normal unisex_eu,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
708,Visit the Aigle Store,Slip-On,B00RCN0GFM,Package Dimensions: \n55.2 x 34.6 x 12.6 cm; 2.14 Kilograms\n\n\nDate First Available: \n6 Nov. 2016\n\n\nManufacturer: \nAigle\n\n\nASIN: \nB00EF5WY5K\n\n\nItem model number: \n36385\n\n\nDepartment: \nMen,1.2 centimetres,Block,Manmade,Aigle Men's Chambord Pro 2 Iso Work Wellingtons,Rubber,79.25,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
709,Visit the Mishansha Store,Lace-Up,B08DHGBPLZ,Product Dimensions: \n15 x 7 x 9 cm; 450 Grams\n\n\nDate First Available: \n21 Sept. 2020\n\n\nASIN: \nB08FC48RKB\n\n\nItem model number: \nKH-SC236-52-fba\n\n\nDepartment: \nUnisex,2 centimetres,Flat,Textile running shoes. Light-soft breathable lining for ultra comfort and keeps feet dry and comfortable.,"Mishansha Unisex Running Shoes, Breathable Trainers, Lace-Up Sports Shoes for Men and Women, Size 36-46",Mesh breathable running shoes are made of high-quality fabrics that have good breathability.,20.72,Normal,"The sole is made of a soft, rubber outsole and highly elastic air padding, the foot feels comfortable and reduces the load sense of your feet.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
710,Visit the Blundstone Store,Pull-On,B07D7RGPF8,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n34.6 x 22.2 x 13.2 cm; 594.21 Grams\n\n\nDate First Available: \n3 Feb. 2020\n\n\nManufacturer: \nBlundstone\n\n\nASIN: \nB00BQPWAA6\n\n\nItem model number: \n515\n\n\nDepartment: \nMen,2 inches,Block,Leather,Blundstone Men's Original 500 Series Chelsea Boot,Leather,77.04,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
711,Semler,Hook & Loop,B00IAM3688,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n31.8 x 16.6 x 9.8 cm; 519.99 Grams\n\n\nDate First Available: \n22 Oct. 2013\n\n\nManufacturer: \nSemler\n\n\nASIN: \nB00G441IZM\n\n\nItem model number: \nB6035-040\n\n\nDepartment: \nWomen,2.5 centimetres,Flat,Leather,Semler Women's Birgit Mary Janes,Leather,48.72,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
712,FUJEAK,Lace-Up,B08HHK3F8M,Product Dimensions: \n33 x 22 x 12 cm; 320 Grams\n\n\nDate First Available: \n5 Sept. 2020\n\n\nASIN: \nB08HK78RML\n\n\nManufacturer reference: \nTESHUN-UK-QQ-6056-Grey-39\n\n\nDepartment: \nMen,2 centimetres,Flat,Mesh,FUJEAK Men Road Running Shoes Trainers Lightweight Breathable Tennis Gym Casual Comfortable Slip on Fitness Sport Jogging Shoes Fashion Athletic Sneakers,Men Road Running Shoes,29.99,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
713,MTNG,Lace-Up,B08VMR7Z9P,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n45 x 34 x 26 cm; 700 Grams\n\n\nDate First Available: \n10 Feb. 2021\n\n\nASIN: \nB08VMP6B8B\n\n\nItem model number: \n69463 C11753\n\n\nDepartment: \nWomen,2 centimetres,Flat,Textile,MTNG 69463 Women's Sports,Cloth,26.05,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
714,Blundstone,Pull-On,B00IZ8ILVE,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n35.56 x 15.24 x 22.86 cm; 595.34 Grams\n\n\nDate First Available: \n2 Sept. 2016\n\n\nManufacturer: \nBlundstone\n\n\nASIN: \nB00IZ8IH5O\n\n\nItem model number: \n1409-M\n\n\nDepartment: \nMen,1.25 inches,Block,Leather,Blundstone Men's Original 500 Series Chelsea Boot 9.5 UK,Leather,64.75,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
715,Visit the Camper Store,Lace-Up,B08DNRFLX2,Date First Available: \n27 July 2020\n\n\nManufacturer: \nCamper\n\n\nASIN: \nB08DNRB79J\n\n\nItem model number: \nK100668-004\n\n\nDepartment: \nMen,1.6 centimetres,Flat,Textile,Camper Men's Peu Sneaker,Canvas,64.02,Medium,Fabric,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
716,Visit the Crocs Store,Lace-Up,B07TCKYGXS,Product Dimensions: \n31.12 x 19.69 x 12.07 cm; 317.51 Grams\n\n\nDate First Available: \n28 Feb. 2018\n\n\nManufacturer: \nCrocs\n\n\nASIN: \nB074F79G8C\n\n\nItem model number: \n204967\n\n\nDepartment: \nMen,0.83,No Heel,Manmade,"Crocs Men's Literide Pacer M Sneaker, Medium",Synthetic,30.96,Medium,Resin,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
717,Visit the adidas Store,Lace-Up,B0919SGZHR,Package Dimensions: \n31.5 x 21.6 x 12.4 cm; 272 Grams\n\n\nDate First Available: \n16 Jun. 2021\n\n\nManufacturer: \nadidas\n\n\nASIN: \nB0919SGZHR\n\n\nItem model number: \nS42733\n\n\nDepartment: \nWomen,30 mm,Flat,Manmade,"adidas Women's Solar Glide 4 W Competition Running Shoes, Balcri Plahal Rojsol, 7 UK",Synthetic,108.78,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
718,Visit the Under Armour Store,Lace-Up,B07CTQ5WR7,Package Dimensions: \n29.97 x 20.83 x 10.41 cm; 289.17 Grams\n\n\nDate First Available: \n5 Dec. 2018\n\n\nManufacturer: \nUnder Armour\n\n\nASIN: \nB07HKGDCF1\n\n\nItem model number: \n3021586\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,Under Armour Men's HOVR Sonic 2 Running Shoes,Synthetic,63.73,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
719,Visit the Keen Store,Hook & Loop,B08HJZ6LLH,Package Dimensions: \n20.6 x 16.79 x 9.4 cm; 107.73 Grams\n\n\nDate First Available: \n11 Jan. 2021\n\n\nManufacturer: \nKEEN\n\n\nASIN: \nB08HHHJMP8\n\n\nItem model number: \n1024825\n\n\nDepartment: \nUnisex Kids,Not Applicable centimetres,No Heel,Synthetic,Keen Unisex Kid's Verano-c Sandal,Synthetic,21.22,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
720,Mirak,slip on,B00CM9GRHC,Package Dimensions: \n34 x 16 x 12 cm; 770 Grams\n\n\nDate First Available: \n2 May 2013\n\n\nManufacturer: \nMirak\n\n\nASIN: \nB00CM9GBA0\n\n\nManufacturer reference: \n00126-00285\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,Mirak Mens Warminster Slipper,Textile,18.74,Medium,Manmade,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
721,Visit the PUMA Store,Lace-Up,B00SIOP53W,Package Dimensions: \n31.8 x 20 x 11 cm; 719.99 Grams\n\n\nDate First Available: \n16 Feb. 2015\n\n\nManufacturer: \nPuma\n\n\nASIN: \nB00SIOP53W\n\n\nItem model number: \n18755704\n\n\nDepartment: \nUnisex,1 centimetres,Flat,Textile,"Puma Synthesis, Unisex Adults' Running Shoes",Synthetic,32.95,Normal,Other materials,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
722,Visit the Geox Store,Hook & Loop,B0767P77DC,Package Dimensions: \n31 x 22.8 x 11.19 cm; 740 Grams\n\n\nDate First Available: \n12 Feb. 2018\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB0767NQ33S\n\n\nItem model number: \nD828DC00085\n\n\nDepartment: \nWomen,4 centimetres,Flat,Mesh,Geox Women's D Nhenbus C Low-Top Sneakers,Leather,61.28,Schmal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
723,Caterpillar,Lace-Up,B01MR48FTF,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n36.9 x 28.2 x 12.8 cm; 1.66 Kilograms\n\n\nDate First Available: \n23 Jan. 2017\n\n\nManufacturer: \nCaterpillar\n\n\nASIN: \nB01N6TXXBY\n\n\nItem model number: \nPARK05400\n\n\nDepartment: ,1 centimetres,Flat,Nylon mesh,Caterpillar Men's Parker St S1 P HRO SRA Industrial Boot,Leather,81.25,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
724,Think!,Pull On,B08FRF4JQ9,Date First Available: \n13 Sept. 2020\n\n\nManufacturer: \nThink!\n\n\nASIN: \nB08HYHYBJ2\n\n\nItem model number: \n3-000261\n\n\nDepartment: \nMen,2 centimetres,Block,Leather Lining,"Think! Men's Guru_3-000261 Chromfrei Gegerbte, Nachhaltige Wechselfußbett Loafer",Smooth Leather,148.48,Normal,Leather,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
725,Visit the Crocs Store,Pull On,B088B3G8T9,Product Dimensions: \n31.1 x 22.7 x 9.7 cm; 375 Grams\n\n\nDate First Available: \n8 May 2020\n\n\nManufacturer: \nCrocs\n\n\nASIN: \nB088BF9J2S\n\n\nItem model number: \n207142-001\n\n\nDepartment: \nMen,1.5 centimetres,Flat,Synthetic,Crocs Men's Yukon Vista Ii Clog,Synthetic,34.21,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
726,Red Tape,Pull-On,B074RLKYCV,Product Dimensions: \n34.01 x 19.99 x 12.5 cm; 1.06 Kilograms\n\n\nDate First Available: \n9 Nov. 2017\n\n\nManufacturer: \nRed Tape\n\n\nASIN: \nB074RDCYMY\n\n\nItem model number: \nM20023\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,Red Tape Men's Clifton Chelsea Boots,Leather,20.24,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
727,bugatti,Lace-Up,B08C9SGPL1,Package Dimensions: \n35.4 x 21 x 12.4 cm; 1.22 Kilograms\n\n\nDate First Available: \n7 July 2020\n\n\nManufacturer: \nbugatti\n\n\nASIN: \nB08C9MRFJP\n\n\nItem model number: \n3226033B1400-4100\n\n\nDepartment: \nMen,2.6 centimetres,Flat,Manmade,bugatti Men's 3226033B1400 Fashion Boot,Suede Leather,28.26,Medium,ethylene-vinyl acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
728,Visit the New Balance Store,Lace-Up,B077QNL5G6,Batteries: \n1 AA batteries required.\n\n\nIs Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n32.8 x 18.6 x 12.4 cm; 500 Grams\n\n\nDate First Available: \n29 Dec. 2017\n\n\nManufacturer: \nNew Balance\n\n\nASIN: \nB077QNL3HG\n\n\nItem model,1 centimetres,Flat,Synthetic,New Balance Men's 500v1 Core Trainers,Synthetic,26.98,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
729,ALCHARM,slip on,B08VHDS5YG,Package Dimensions: \n21.7 x 13.1 x 4.2 cm; 130 Grams\n\n\nDate First Available: \n26 April 2021\n\n\nASIN: \nB08VHDS5YG\n\n\nDepartment: \nUnisex Kids,0.5 centimetres,The highly elastic foam sole supports the foot perfectly. Excellent wearing comfort thanks to high-quality materials and manufacturing.,"Mesh, our slippers are a little smaller than normal, so we recommend that you order one size larger.","ALCHARM Unisex children's slippers, non-slip, lightweight slippers, children's slippers","High-stretch knitted outer material, soft material ensures excellent comfort. The high-density micro mesh makes breathability more powerful and at the same time has a comfortable feel and does not fall off easily. The high-quality shoe upper material keep",18.65,Schmal,"The new sole, the toe cap has an anti-collision arch design that can better protect the baby's feet. Non-slip and wear-resistant, can increase flexibility and stability.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
730,Visit the Panama Jack Store,Speed Laces,B01JRQGBVE,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35.2 x 29.8 x 12.2 cm; 1 Kilograms\n\n\nDate First Available: \n27 Aug. 2016\n\n\nManufacturer: \nPanama Jack\n\n\nASIN: \nB01JRQGG96\n\n\nItem model number: \nPT100600\n\n\nDepartment: \nMen,3 centimetres,Flat,Leather,Panama Jack Men's Panama 03 Short Shaft Boots,Other Leather,96.65,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
731,Visit the Geox Store,Lace-Up,B0825P4H8Y,Product Dimensions: \n30 x 20 x 10 cm; 260 Grams\n\n\nDate First Available: \n1 Dec. 2019\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB0825P41PR\n\n\nItem model number: \nU046FA022ME\n\n\nDepartment: \nMen,1 centimetres,Flat,Synthetic,Geox Men's U Kennet a Sneaker,Leather,47.62,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
732,Berkemann,Lace-Up,B074PY41X7,Package Dimensions: \n32.6 x 19.6 x 12 cm; 580 Grams\n\n\nDate First Available: \n7 Jan. 2018\n\n\nManufacturer: \nBerkemann\n\n\nASIN: \nB074PY41X7\n\n\nItem model number: \n5450\n\n\nDepartment: \nWomen,1.6 centimetres,Wedge,Manmade,Berkemann Girl's Allegra Sneaker,Synthetic,89.82,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
733,IGI&Co,Lace-Up,B07NXH4JZG,Package Dimensions: \n31.8 x 26 x 11.4 cm; 1.09 Kilograms\n\n\nDate First Available: \n9 Sept. 2019\n\n\nManufacturer: \nIgi&Co\n\n\nASIN: \nB07NXH4JZG\n\n\nItem model number: \n4152222\n\n\nDepartment: \nGirl,5 centimetres,Wedge,Leather,"IGI&Co Donna-41522 Gymnastics Shoes, (Blue Antracite 4152222), 3 UK",Leather,69.49,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
734,Saucony,Lace-Up,B07S8C7F7D,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n30.99 x 19.05 x 11.68 cm; 1 Kilograms\n\n\nDate First Available: \n7 Dec. 2018\n\n\nManufacturer: \nSaucony\n\n\nASIN: \nB07LHD461W\n\n\nItem model number: \nS1044-521\n\n\nDepartment: \nWomen,3 centimetres,No Heel,Manmade,Saucony Women's Jazz Original Running Shoe,Suede,64.93,medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
735,Visit the Mishansha Store,The classic slip-on design makes the winter slippers easy to put on and take off.,B096V5MNPC,Product Dimensions: \n27.5 x 10 x 4 cm; 330 Grams\n\n\nDate First Available: \n3 Sept. 2021\n\n\nASIN: \nB096V25L39\n\n\nItem model number: \nTWBKMT108BK36\n\n\nDepartment: \nUnisex,2 centimetres,Flat,The soft plush lining of the winter slippers provides maximum comfort and warmth.,Mishansha Men's Slippers Warm Comfortable Slippers Women's Non-Slip Slippers Size 36-48,"The upper material of these high-quality slippers is made of comfortable material, soft and breathable.",20.66,Normal centimetres,The warm slippers have a rubber sole that provides a strong grip and excellent slip resistance.,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
736,Visit the Timberland Store,Lace-Up,B07T3H1CGG,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n20.32 x 17.78 x 10.16 cm; 172.37 Grams\n\n\nDate First Available: \n4 May 2009\n\n\nManufacturer: \nTimberland\n\n\nASIN: \nB0000739ZZ\n\n\nItem model number: \nTB0128070011\n\n\nDepartment: \nMen,2 centimetres,Flat,Textile,Timberland Unisex Kid's 6 Inch Premium Waterproof (Toddler) Lace-up Boots,Leather,39.39,medium toddler_us,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
737,Visit the Angkorly Store,Lace-Up,B079JY93H9,Package Dimensions: \n27.94 x 12.95 x 9.14 cm; 680 Grams\n\n\nDate First Available: \n2 Feb. 2018\n\n\nASIN: \nB079K18YT4\n\n\nDepartment: \nWomen,1.5 centimetres,Flat,Synthetic,Angkorly - Women's Fashion Shoes Trainers - Tennis - Quilted Flat Heel 1.5 cm,Synthetic,24.07,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
